"uuid";"sendervat";"sendername";"recipientvat";"recipientname";"documentid";"issuedate";"receiveddate"
"0006c03e-0ce0-464e-bfb0-5368e4173e46";"IT00155400351";"CDD S.P.A.";"IT02471370342";"DISPENSA ZANIBONI S.R.L.";"00366/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:12"
"00548b7e-33d4-470d-8958-797188abdfa1";"IT00155400351";"CDD S.P.A.";"IT01220100885";"ERGON SOCIETA' CONSORTILE A R.L.";"00250/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:11"
"0103e1df-87d6-4caf-b3db-656d3d5a7f37";"IT00155400351";"CDD S.P.A.";"IT04117520967";"COOP CONSORZIO NORD OVEST SOC.CONS. A R.L.";"07476/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:05"
"01452428-7f5e-485f-95b5-b928b366a092";"IT00155400351";"CDD S.P.A.";"IT04312920160";"IL GRANATO SRL";"00270/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:03"
"0196e872-69c4-4e8c-b800-cc99cfab7d6b";"IT00155400351";"CDD S.P.A.";"IT03570410989";"ITALBRIX S.P.A.";"00459/V1";"2019-01-31 00:00:00";"2019-02-01 17:55:55"
"019777eb-9363-458f-b78e-a1150be03766";"IT00155400351";"CDD S.P.A.";"IT91080010357";"ASAF ONLUS";"00017/V4";"2019-01-22 00:00:00";"2019-01-29 11:53:12"
"019d4b4c-2279-4fbf-94e0-4ed9bcc2dbcd";"IT00155400351";"CDD S.P.A.";"IT06664820823";"CORAMA S.R.L. UNINOMINALE";"00381/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:45"
"01abb0f1-b2aa-4203-b480-d23ac36ae791";"IT00155400351";"CDD S.P.A.";"IT12683790153";"GS S.P.A.";"00692/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:47"
"01ad81de-9bae-4b6b-b1cb-f7f9e729ff6b";"IT00155400351";"CDD S.P.A.";"IT01286680234";"SUPERMERCATI TOSANO CEREA S.R.L.";"00581/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:44"
"01bd845f-2996-4ffe-941a-ce6783733400";"IT00155400351";"CDD S.P.A.";"IT04117520967";"COOP CONSORZIO NORD OVEST SOC.CONS. A R.L.";"00127/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:06"
"01d05b7b-a6e5-436b-876a-8e4fa8bd4d38";"IT00155400351";"CDD S.P.A.";"IT02795150362";"CENTRALE ADRIATICA SOC.COOP.";"00349/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:34"
"01db972f-6c51-46e3-b49b-d96c94a74a44";"IT00155400351";"CDD S.P.A.";"IT02891660165";"BICOM S.R.L.";"00629/V1";"2019-01-31 00:00:00";"2019-02-06 18:08:33"
"02102f51-40dd-48ac-b911-f69930324f9a";"IT00155400351";"CDD S.P.A.";"IT00542090238";"MAXI DI S.R.L.";"00342/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:33"
"0220a8ea-2803-4d08-8609-187b2f861f7c";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00482/V1";"2019-01-31 00:00:00";"2019-02-01 17:55:05"
"024a2587-c569-41fe-ab07-09efccadf90f";"IT00155400351";"CDD S.P.A.";"IT02795150362";"CENTRALE ADRIATICA SOC.COOP.";"00352/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:33"
"02b65e9f-4821-48e9-b016-16456ae0a849";"IT00155400351";"CDD S.P.A.";"IT04766841003";"EUROSPIN LAZIO S.P.A.";"00540/V1";"2019-01-31 00:00:00";"2019-02-04 18:07:03"
"0306bfd9-dab3-41ff-8ded-b542874bff8c";"IT00155400351";"CDD S.P.A.";"IT01762320842";"CARUANA GROUP S.R.L.";"07530/V1";"2018-12-31 00:00:00";"2019-01-11 12:18:02"
"031ae78e-424f-4151-a53e-387798f0c317";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00675/V1";"2019-02-09 00:00:00";"2019-02-15 11:48:04"
"03f9c78a-36df-4e87-a161-8ca4698ae852";"IT00155400351";"CDD S.P.A.";"IT03349310965";"AUCHAN S.P.A.";"00584/V1";"2019-01-31 00:00:00";"2019-02-04 18:07:05"
"042de3f9-1e2b-42ba-8b1e-14facc509523";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00004/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:06"
"0486090e-889d-4c3b-87da-92b868ab1342";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00001/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:08"
"04a9e120-8d94-4a5f-8939-2dbdbd83a0c4";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"00110/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:09"
"04e2404c-7221-44d9-8cf0-2de9b9772825";"IT00155400351";"CDD S.P.A.";"IT00464110352";"CIR FOOD COOPERATIVA ITALIANA DI RI STORAZIONE S.C.";"07495/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:06"
"056ba367-2b3e-4d1d-9c48-bce71d089aa3";"IT00155400351";"CDD S.P.A.";"IT09724910964";"LEADER PRICE ITALIA SPA CENTRO DIREZ.MILANO 2-PALAZ.CANOVA";"00165/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:04"
"0577f7bc-f58b-4297-91df-1533f2149fed";"IT00155400351";"CDD S.P.A.";"IT03419760925";"S.D.S. COMMERCIALE S.R.L.";"00057/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:05"
"057e5990-d406-4aa6-aa63-05165573133a";"IT00155400351";"CDD S.P.A.";"IT03639341209";"PINETA S.R.L.";"00770/V1";"2019-02-09 00:00:00";"2019-02-17 22:49:58"
"0622edfa-778d-405b-b1a4-14156ee67f4e";"IT00155400351";"CDD S.P.A.";"IT03653460877";"EUROSPIN SICILIA S.P.A.";"00545/V1";"2019-01-31 00:00:00";"2019-02-04 18:07:02"
"06689b7d-c856-4b6e-8db3-d990b5a21fd4";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00284/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:43"
"069b907d-fd84-4e78-9a89-dd73e92f20dc";"IT00155400351";"CDD S.P.A.";"IT01527900540";"GMF GRANDI MAGAZZINI FIORONI SPA";"00449/V1";"2019-01-31 00:00:00";"2019-02-01 17:55:38"
"06bcafa5-8f06-403b-9c34-8d00ae51ab61";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00662/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:52"
"06c32326-b82f-428c-9a13-7cfe0aa427f2";"IT00155400351";"CDD S.P.A.";"IT01994761201";"ANDROMEDA S.R.L.";"07532/V1";"2018-12-31 00:00:00";"2019-01-11 12:18:04"
"07ecaf5e-aa80-4e21-85ee-48544b684337";"IT00155400351";"CDD S.P.A.";"IT02393060542";"MADIGEST S.R.L.";"00766/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:19"
"08457ac3-0248-4042-b26a-74a76267322c";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"07472/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:07"
"089485f2-6ed9-48ae-a6b2-6ad86548a034";"IT00155400351";"CDD S.P.A.";"IT09724910964";"LEADER PRICE ITALIA SPA CENTRO DIREZ.MILANO 2-PALAZ.CANOVA";"00775/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:20"
"08dbc763-29a1-46ea-979d-547da562f937";"IT00155400351";"CDD S.P.A.";"IT06125250826";"GI.DAP S.R.L.";"07496/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:06"
"08e61f28-0557-46f7-8bcb-615e48abc54e";"IT00155400351";"CDD S.P.A.";"IT02696660352";"SUPERMERCATI DELL'ARGINE S.R.L. A SOCIO UNICO";"00380/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:15"
"093709d6-8274-4762-92d8-c37e389cd927";"IT00155400351";"CDD S.P.A.";"IT02795150362";"CENTRALE ADRIATICA SOC.COOP.";"00241/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:27"
"096ff380-7345-4949-9920-72f24d771eea";"IT00155400351";"CDD S.P.A.";"IT01206220053";"CENTRO 3A S.P.A.";"00374/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:33"
"0978eb95-f81f-4b86-becb-ac001acc8289";"IT00155400351";"CDD S.P.A.";"IT00935301002";"DEMAS SRL";"00172/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:06"
"0990afcb-b117-4f19-920f-394cd8d65ce9";"IT00155400351";"CDD S.P.A.";"IT04916380159";"ESSELUNGA S.P.A.";"07466/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:06"
"09de86e3-54fb-4c2a-9c30-3d7026873672";"IT00155400351";"CDD S.P.A.";"IT00542090238";"MAXI DI S.R.L.";"00139/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:06"
"09e384f5-6c5a-416c-afe4-7c384a1c507b";"IT00155400351";"CDD S.P.A.";"IT01620960763";"QUI DISCOUNT S.P.A.";"00726/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:55"
"0aa6c58c-6173-417b-afce-390073032184";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00279/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:01"
"0aed535b-f529-4651-8ee0-32d5ebe17e31";"IT00155400351";"CDD S.P.A.";"IT04916380159";"ESSELUNGA S.P.A.";"00315/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:49"
"0b10d347-3b46-4235-851a-753859b7cd3e";"IT00155400351";"CDD S.P.A.";"IT05135490877";"TO.CAL. DISTRIBUZIONE S.R.L.";"00056/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:01"
"0b5f8163-d984-48f1-8d4c-924a576f8cb1";"IT00155400351";"CDD S.P.A.";"IT00542090238";"MAXI DI S.R.L.";"00047/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:06"
"0bd05c3a-4b15-41d2-b728-dc162470b157";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00466/V1";"2019-01-31 00:00:00";"2019-02-01 17:55:55"
"0d040065-2c02-460c-8eeb-29551a3b48c6";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"00708/V1";"2019-02-09 00:00:00";"2019-02-15 11:47:50"
"0d0d6fc6-1cfd-40f1-bd5c-22099aa41681";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00286/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:00"
"0d23fab3-787a-422e-8863-89f3e3f162b3";"IT00155400351";"CDD S.P.A.";"IT04916380159";"ESSELUNGA S.P.A.";"00104/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:10"
"0d79fb9c-d99a-4639-b617-61d7b0e9fe6d";"IT00155400351";"CDD S.P.A.";"IT00321150260";"SUPERMERCATI VISOTTO SRL";"00778/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:24"
"0d96bb9d-1131-4fa7-9af0-c50736b7bfcc";"IT00155400351";"CDD S.P.A.";"IT04916380159";"ESSELUNGA S.P.A.";"00572/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:22"
"0e396cd7-2ca5-4721-bcd8-a677875c0126";"IT00155400351";"CDD S.P.A.";"IT00145160354";"REALCO SOCIETA' COOPERATIVA";"00417/V1";"2019-01-31 00:00:00";"2019-02-01 17:52:47"
"0e452d0d-2ad5-41d0-bef5-d08d536f715d";"IT00155400351";"CDD S.P.A.";"IT03349310965";"AUCHAN S.P.A.";"00117/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:07"
"0e5bfe9d-a31a-4cbf-9d38-04bc999cc979";"IT00155400351";"CDD S.P.A.";"IT09620330960";"SUPERMERCATI DELL'ADDA SRL";"00261/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:07"
"0e7106c8-3bb2-4bb9-9a5a-95f90f946ff9";"IT00155400351";"CDD S.P.A.";"IT04916380159";"ESSELUNGA S.P.A.";"00314/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:49"
"0ec9e66f-07cc-47aa-8e91-68226e13908a";"IT00155400351";"CDD S.P.A.";"IT12683790153";"GS S.P.A.";"00204/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:44"
"0ee7d8a5-4c1d-4620-b3b2-58de60412b18";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"07520/V1";"2018-12-28 00:00:00";"2019-01-07 12:02:03"
"0f56577f-04b9-4247-9973-130357f64d01";"IT00155400351";"CDD S.P.A.";"IT00542090238";"MAXI DI S.R.L.";"00355/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:26"
"0f8ec98e-570f-403e-9597-bb0165bf5a6e";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"07519/V1";"2018-12-28 00:00:00";"2019-01-07 12:02:03"
"0f9f4fa7-5b78-49ee-90e7-3057b5eb04f7";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"07544/V1";"2018-12-31 00:00:00";"2019-01-11 12:18:04"
"102bd8d3-ff7a-4589-bfa7-acd2c1fbc7ed";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"00029/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:04"
"1079586b-7308-481e-8a7a-ff97e63e00e7";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"00112/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:09"
"12010cb8-1d7e-4193-a1f4-8a55281067b8";"IT00155400351";"CDD S.P.A.";"IT03585750155";"IPER MONTEBELLO S.P.A.";"00680/V1";"2019-02-09 00:00:00";"2019-02-15 11:48:04"
"120c5b43-15a3-4209-9810-64572e9b1e89";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00283/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:00"
"1262f124-ddc8-4a49-9de4-3b2167ad8f29";"IT00155400351";"CDD S.P.A.";"IT01885280352";"F. & B. SERVICE S.R.L.";"07538/V1";"2018-12-31 00:00:00";"2019-01-11 12:18:02"
"12a696d2-8b62-4a0b-b251-b7d6b7eafead";"IT00155400351";"CDD S.P.A.";"IT01220160202";"BOTTOLI SPA INDUSTRIA PANIFICAZIONE";"00641/V1";"2019-01-31 00:00:00";"2019-02-15 09:48:02"
"1358d297-2798-4354-a5ba-1c6a13da5e4e";"IT00155400351";"CDD S.P.A.";"IT03185210618";"MD S.P.A.";"00259/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:03"
"136863ce-56cd-401c-9c09-d857a268e532";"IT00155400351";"CDD S.P.A.";"IT00407780485";"UNICOOP FIRENZE S.C.R.L.";"00568/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:42"
"1389f413-f026-4d2c-b775-370ad1795e33";"IT00155400351";"CDD S.P.A.";"IT04916380159";"ESSELUNGA S.P.A.";"00705/V1";"2019-02-09 00:00:00";"2019-02-15 11:47:53"
"13c19a21-dc39-4903-bfc0-efdbe58550ef";"IT00155400351";"CDD S.P.A.";"IT02795150362";"CENTRALE ADRIATICA SOC.COOP.";"07509/V1";"2018-12-28 00:00:00";"2019-01-07 12:02:03"
"1405d203-6996-416c-afbc-f4b2d061f3be";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"00322/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:43"
"14487cfb-3bbe-4d1e-b412-39b1f4da58cf";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00676/V1";"2019-02-09 00:00:00";"2019-02-15 11:47:32"
"14a9e990-7815-4f52-a117-80bb8cb0eff0";"IT00155400351";"CDD S.P.A.";"IT02896940273";"IN'S MERCATO S.P.A.";"00013/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:06"
"14eee14c-0aa4-4e25-b4fd-7e43f565f6fc";"IT00155400351";"CDD S.P.A.";"IT02118460126";"ALAN PET S.R.L.";"00603/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:33"
"153f1163-e35f-4373-9342-6ab940fd417b";"IT00155400351";"CDD S.P.A.";"IT03185210618";"MD S.P.A.";"00158/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:04"
"156daef4-6b9d-4333-b671-8a7eb98f6bb4";"IT00155400351";"CDD S.P.A.";"IT03099650230";"PALLETWAYS ITALIA S.P.A. SOCIO UN.";"07541/V1";"2018-12-31 00:00:00";"2019-01-11 12:18:03"
"15ae3691-dd69-4e9f-81cc-c9aca221d2a2";"IT00155400351";"CDD S.P.A.";"IT01300830922";"I.S.A. SPA IND.SERV.AGROALIMENTARI";"00231/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:12"
"15c69a1a-3631-44eb-8b0d-c4928882cc58";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"07527/V1";"2018-12-31 00:00:00";"2019-01-11 12:18:02"
"15e60660-905a-4bd2-b89c-df2dd6bfbb20";"IT00155400351";"CDD S.P.A.";"IT03349310965";"AUCHAN S.P.A.";"00716/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:57"
"1672f7e7-970d-4f20-964d-614d0979868b";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00554/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:56"
"16ac5510-5b64-4f91-bce0-f7b63b403d55";"IT00155400351";"CDD S.P.A.";"IT01286680234";"SUPERMERCATI TOSANO CEREA S.R.L.";"00033/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:05"
"170b648c-9368-488d-8ac1-d8a033f5321b";"IT00155400351";"CDD S.P.A.";"IT02176100689";"CASALGEST S.R.L.";"00533/V1";"2019-01-31 00:00:00";"2019-02-01 18:00:35"
"172ad2ab-45eb-425a-b570-55ec232387e6";"IT00155400351";"CDD S.P.A.";"IT02928530233";"ROSSETTO TRADE S.P.A.";"00746/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:55"
"17b46c46-a320-487f-9302-8883e6492dfd";"IT00155400351";"CDD S.P.A.";"IT00155400351";"CDD S.P.A. (AUTOFATTURA)";"07501/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:06"
"17f7a1d0-37db-4ece-9e46-01eac6740062";"IT00155400351";"CDD S.P.A.";"IT12683790153";"GS S.P.A.";"00202/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:19"
"182ac5cd-b7d7-4a84-8236-5d80849fd0e0";"IT00155400351";"CDD S.P.A.";"IT02795150362";"CENTRALE ADRIATICA SOC.COOP.";"00743/V1";"2019-02-09 00:00:00";"2019-02-15 11:47:41"
"185fbad5-ae82-4b26-b62e-e6546976aa1e";"IT00155400351";"CDD S.P.A.";"IT01502200338";"B.O.S. S.R.L.";"00274/V1";"2019-01-19 00:00:00";"2019-01-25 15:22:14"
"1867e3b9-979f-4d3c-999d-a06eaf796e8f";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00017/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:06"
"18a1db2d-834c-4439-a0d1-0ace45f4a87f";"IT00155400351";"CDD S.P.A.";"IT02016730356";"SUPERMERCATO LE FORNACI S.N.C. DI F ERRARI MARZIO & C.";"00252/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:08"
"18a63d73-3567-45ac-9ae0-311988ca75af";"IT00155400351";"CDD S.P.A.";"IT04916380159";"ESSELUNGA S.P.A.";"00311/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:24"
"18accfc8-6d8d-4989-ac97-49b441f3deb3";"IT00155400351";"CDD S.P.A.";"IT00542090238";"MAXI DI S.R.L.";"00040/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:04"
"18e543ca-bb7d-4ea4-bbb5-3b417657f3c8";"IT00155400351";"CDD S.P.A.";"ITNDRMLD70L43H223Z";"ANDREOLI MARIA LODOVICA(DIPENDENTE)";"00010/V4";"2019-01-10 00:00:00";"2019-01-24 10:54:04"
"191930a5-93b2-4633-8a6d-d6b95452b44c";"IT00155400351";"CDD S.P.A.";"IT12683790153";"GS S.P.A.";"00088/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:10"
"19540f1f-96f0-44e9-91de-ae3e343ef7b4";"IT00155400351";"CDD S.P.A.";"IT03349310965";"AUCHAN S.P.A.";"00720/V1";"2019-02-09 00:00:00";"2019-02-15 11:47:38"
"1966c868-c29e-49af-b5bf-43ec25026ba2";"IT00155400351";"CDD S.P.A.";"IT00407780485";"UNICOOP FIRENZE S.C.R.L.";"00206/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:23"
"197c5aa7-763d-4be1-8bfd-011869e37d1e";"IT00155400351";"CDD S.P.A.";"IT02241550546";"COOP CENTRO ITALIA SOC.COOP.";"00016/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:03"
"1a9a0ba3-01d9-4139-9664-7f5609599687";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00278/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:03"
"1ac9c748-01fc-49e3-853f-694c428671eb";"IT00155400351";"CDD S.P.A.";"IT94175850364";"ASSOCIAZIONE ""AMICI DELL'AVIS""";"00013/V4";"2019-01-15 00:00:00";"2019-01-22 08:46:15"
"1b92e4de-91b3-4f89-ba16-c9a373f15e3c";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00638/V1";"2019-01-31 00:00:00";"2019-02-06 18:08:23"
"1ba0532c-2c7b-4e81-8277-b63727991663";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"07452/V1";"2018-12-28 00:00:00";"2019-01-02 14:08:01"
"1c313c15-445b-4b00-9d72-038e23dae506";"IT00155400351";"CDD S.P.A.";"IT04238580155";"COM.AL S.R.L.";"00631/V1";"2019-01-31 00:00:00";"2019-02-12 19:05:14"
"1c7f6449-976c-4fb4-9fd3-c3c285b70e99";"IT00155400351";"CDD S.P.A.";"IT02795150362";"CENTRALE ADRIATICA SOC.COOP.";"00347/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:22"
"1c8ae32c-d300-4a7c-9aa6-e384734719db";"IT00155400351";"CDD S.P.A.";"IT04238580155";"COM.AL S.R.L.";"00376/V1";"2019-01-26 00:00:00";"2019-01-29 12:05:01"
"1d334c06-5961-483c-9371-82d90cc3373b";"IT00155400351";"CDD S.P.A.";"IT00542090238";"MAXI DI S.R.L.";"07483/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:06"
"1d520b69-548b-45a8-96ea-1b79d816a94f";"IT00155400351";"CDD S.P.A.";"IT01602650986";"L'ALCO GRANDI MAGAZZINI S.P.A.";"07504/V1";"2018-12-28 00:00:00";"2019-01-07 12:02:03"
"1d5f4679-1d13-4122-b715-428580c8fea4";"IT00155400351";"CDD S.P.A.";"IT00876120213";"CHEF EXPRESS S.P.A.";"00432/V1";"2019-01-31 00:00:00";"2019-02-01 17:54:31"
"1d7a957d-bcbc-4c3d-b7a4-16ee8417a701";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00498/V1";"2019-01-31 00:00:00";"2019-02-01 17:54:51"
"1deb7429-0880-4733-bcd9-b5183f406288";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"07528/V1";"2018-12-31 00:00:00";"2019-01-11 12:18:04"
"1e14fdd6-58e6-4278-ab8d-d03bf5c2c854";"IT00155400351";"CDD S.P.A.";"IT02588580965";"DELIZIA SRL";"00171/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:08"
"1e585c70-e50d-4ef8-9c94-6c8773589a34";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00468/V1";"2019-01-31 00:00:00";"2019-02-01 17:54:51"
"1ebf0e40-01ba-42b2-a05a-d02ea2dc3650";"IT00155400351";"CDD S.P.A.";"IT00882800212";"ASPIAG SERVICE S.R.L.";"00567/V1";"2019-01-31 00:00:00";"2019-02-04 18:07:43"
"1f16fe3d-2b5d-4573-96df-3311a967ecc6";"IT00155400351";"CDD S.P.A.";"IT01286680234";"SUPERMERCATI TOSANO CEREA S.R.L.";"00710/V1";"2019-02-09 00:00:00";"2019-02-15 11:47:38"
"1f54859b-a907-4d5a-8f97-cc58ad15216d";"IT00155400351";"CDD S.P.A.";"IT00155400351";"CDD S.P.A. (AUTOFATTURA)";"00622/V1";"2019-01-31 00:00:00";"2019-02-12 19:05:11"
"1f99b4a8-0b0d-4be3-925b-7df9d8054dc4";"IT00155400351";"CDD S.P.A.";"IT04766841003";"EUROSPIN LAZIO S.P.A.";"00541/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:48"
"1fc481e1-6f93-43cf-abce-b7bc60386346";"IT00155400351";"CDD S.P.A.";"IT03572570988";"STORE HOUSE S.R.L.";"00050/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:03"
"202b6a1e-2f40-4608-beb1-06923bb314cd";"IT00155400351";"CDD S.P.A.";"IT00542090238";"MAXI DI S.R.L.";"00731/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:55"
"207cb587-6411-4e87-b586-a84faf4aade7";"IT00155400351";"CDD S.P.A.";"IT01220100885";"ERGON SOCIETA' CONSORTILE A R.L. (ARD)";"00640/V1";"2019-01-31 00:00:00";"2019-02-06 18:08:45"
"20992ec6-5b2d-45be-b962-295e9eab5da6";"IT00155400351";"CDD S.P.A.";"IT04916380159";"ESSELUNGA S.P.A.";"00313/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:22"
"20a54dff-def8-409f-8c41-63f65c5fb925";"IT00155400351";"CDD S.P.A.";"IT00145160354";"REALCO SOCIETA' COOPERATIVA";"00388/V1";"2019-01-29 00:00:00";"2019-02-01 11:58:17"
"20cc2221-6c10-4c02-bac7-d83c11906361";"IT00155400351";"CDD S.P.A.";"IT00512290016";"CODE' CRAI OVEST COOPERATIVA";"00768/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:35"
"213e87a4-2f03-4c68-8855-e162c5b8a93f";"IT00155400351";"CDD S.P.A.";"IT03516110172";"GLOBO SRL";"00386/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:33"
"2180aed1-5b98-45cd-a655-35622331f8a2";"IT00155400351";"CDD S.P.A.";"IT04117520967";"COOP CONSORZIO NORD OVEST SOC.CONS. A R.L.";"00226/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:33"
"21bacb32-7444-47c3-a311-36a3a10f84c3";"IT00155400351";"CDD S.P.A.";"IT00407780485";"UNICOOP FIRENZE S.C.R.L.";"00097/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:10"
"21ec5673-72b7-4c21-bbce-67399aaa8b66";"IT00155400351";"CDD S.P.A.";"IT04238580155";"COM.AL S.R.L.";"00772/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:27"
"2229e131-eec0-4f15-89e3-fd6c34615fb6";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00552/V1";"2019-01-31 00:00:00";"2019-02-04 18:07:07"
