"uuid";"sendervat";"sendername";"recipientvat";"recipientname";"documentid";"issuedate";"receiveddate"
"ed0b6fcb-a27d-4db4-bef4-0f015d1f81f5";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00489/V1";"2019-01-31 00:00:00";"2019-02-01 17:56:14"
"ed6525cf-974d-40a5-981f-dd93d1ffdd19";"IT00155400351";"CDD S.P.A.";"IT01155650334";"PA.DI.AL. S.P.A.";"00769/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:32"
"eda7f94a-1295-4ffe-a19c-a3d1da669fd5";"IT00155400351";"CDD S.P.A.";"IT01402600207";"GHEDA MANGIMI S.R.L.";"00605/V1";"2019-01-31 00:00:00";"2019-02-04 18:07:25"
"ee471559-d040-4b4b-bb62-1811a89de228";"IT00155400351";"CDD S.P.A.";"IT04238580155";"COM.AL S.R.L.";"00631/V1";"2019-01-31 00:00:00";"2019-02-06 18:08:34"
"eeb668a9-1bb4-404a-a06a-4129d59d22fa";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00470/V1";"2019-01-31 00:00:00";"2019-02-01 17:55:07"
"efb98ff1-f5e6-4cc2-95ab-9bafdb59048c";"IT00155400351";"CDD S.P.A.";"IT00562981209";"ALIMENTARI 2000 S.R.L.";"00208/V1";"2019-01-19 00:00:00";"2019-01-22 09:00:01"
"f0308dcd-6c3a-467a-a320-0cf8e4611feb";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"00579/V1";"2019-01-31 00:00:00";"2019-02-04 18:07:14"
"f09e23a4-0972-4305-b309-101522342704";"IT00155400351";"CDD S.P.A.";"IT11389451003";"RISPARMIO CASA SARDEGNA S.R.L.";"00529/V1";"2019-01-31 00:00:00";"2019-02-01 17:54:20"
"f0c9bb70-7fe1-4761-b610-5eec095fa3e7";"IT00155400351";"CDD S.P.A.";"IT03320960374";"CONAD SOC.COOP.";"00296/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:00"
"f1aa4ed5-2f05-4a46-9dbd-45b016019941";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00674/V1";"2019-02-09 00:00:00";"2019-02-15 11:48:02"
"f1c52ff2-3e80-44f9-b609-a4e1580cb7b1";"IT00155400351";"CDD S.P.A.";"IT07515280159";"UNES MAXI S.P.A.";"00153/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:02"
"f2812ec6-9941-4523-bfe7-fcf26121f971";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00471/V1";"2019-01-31 00:00:00";"2019-02-01 17:54:44"
"f28481a1-425e-4da0-ab4d-4844b93d75d4";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00497/V1";"2019-01-31 00:00:00";"2019-02-01 17:55:12"
"f2a63ac8-99fd-4962-bbe4-df7328fded96";"IT00155400351";"CDD S.P.A.";"IT01613190352";"CENTRO MERCATO REGGIO SUD S.N.C. DI GOVI STEFANO & C. PDV PIEVE";"00173/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:04"
"f2eccb80-4e2d-4e62-a6f9-505c528096aa";"IT00155400351";"CDD S.P.A.";"IT05754810728";"APULIA DISTRIBUZIONE S.R.L.";"07474/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:06"
"f3152460-294e-4cb6-806a-a86598a0d566";"IT00155400351";"CDD S.P.A.";"IT04766841003";"EUROSPIN LAZIO S.P.A.";"00408/V1";"2019-01-29 00:00:00";"2019-02-01 17:52:19"
"f31b1a9f-2740-4aad-831a-db1b48fe2709";"IT00155400351";"CDD S.P.A.";"IT13211090157";"AGORA' NETWORK S.C.A.R.L.";"00456/V1";"2019-01-31 00:00:00";"2019-02-01 17:55:21"
"f39c752e-8c0b-4d15-af00-964baa688cc5";"IT00155400351";"CDD S.P.A.";"ITCSTGLN63L54H223N";"CASTAGNETTI GIULIANA (DIPENDENTE)";"00005/V4";"2019-01-08 00:00:00";"2019-01-24 10:54:04"
"f3a1098b-399f-4532-a70e-739717d781a3";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"00326/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:24"
"f3d1124f-a45f-4c99-a7d6-a3fe7bbce7e3";"IT00155400351";"CDD S.P.A.";"IT04389071004";"RI.CA. DISTRIBUZIONE S.R.L.";"00504/V1";"2019-01-31 00:00:00";"2019-02-01 17:54:57"
"f3f3a341-ca76-43fc-8582-04bd81ea584b";"IT00155400351";"CDD S.P.A.";"IT07515280159";"UNES MAXI S.P.A.";"00598/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:25"
"f43a19f1-8c55-4e98-a8b9-654ad123b494";"IT00155400351";"CDD S.P.A.";"IT03320960374";"CONAD SOC.COOP.";"07454/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:07"
"f48459a8-a377-48a4-a12b-2bbb4b43ccdf";"IT00155400351";"CDD S.P.A.";"IT04238580155";"COM.AL S.R.L.";"00772/V1";"2019-02-09 00:00:00";"2019-02-17 22:55:02"
"f4962b5a-a01b-4fd4-92fe-7adfd7c8158b";"IT00155400351";"CDD S.P.A.";"IT01329610339";"DIUSA PET S.R.L. A SOCIO UNICO";"00656/V1";"2019-01-31 00:00:00";"2019-02-06 18:08:49"
"f4ba200a-fcee-45dd-9f56-d8da705299d2";"IT00155400351";"CDD S.P.A.";"IT03358040982";"LE QUADRE SRL";"00611/V1";"2019-01-31 00:00:00";"2019-02-04 18:07:26"
"f4ce194e-17f7-4268-ad97-c379b619f502";"IT00155400351";"CDD S.P.A.";"IT02245010356";"GOLDEN SERVICE S.A.S.";"00020/V4";"2019-01-28 00:00:00";"2019-02-01 17:52:36"
"f50cb979-5a62-4d5e-b228-213da5369c45";"IT00155400351";"CDD S.P.A.";"IT12683790153";"GS S.P.A.";"00300/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:27"
"f525c1a0-83c5-497d-a399-df52c6467d12";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00282/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:01"
"f57cc3f2-e9a2-40a5-8c14-c2a77ddf95a9";"IT00155400351";"CDD S.P.A.";"IT03320960374";"CONAD SOC.COOP.";"00396/V1";"2019-01-29 00:00:00";"2019-02-01 17:52:45"
"f5a1d092-e6ce-405b-98ce-82acdff53bed";"IT00155400351";"CDD S.P.A.";"IT04238580155";"COM.AL S.R.L.";"00160/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:02"
"f5ca378c-52db-4636-971e-27a38735830a";"IT00155400351";"CDD S.P.A.";"IT02896940273";"IN'S MERCATO S.P.A.";"00195/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:44"
"f61a55aa-d4c9-4e82-887a-3d6a941da020";"IT00155400351";"CDD S.P.A.";"IT01728360353";"SCHIATTI CLASS S.R.L.";"00659/V1";"2019-02-06 00:00:00";"2019-02-15 11:48:06"
"f63caa48-3274-4a83-b899-708ee7932109";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00183/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:41"
"f6d94379-55eb-4503-bf2a-548d41c6ad90";"IT00155400351";"CDD S.P.A.";"IT03576970986";"VILLA SRL";"00781/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:20"
"f6e7e416-56ec-4076-85e6-9bca6468f402";"IT00155400351";"CDD S.P.A.";"IT03000640163";"CONAD SI.RO SRL";"00169/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:07"
"f7265952-fc2b-4a73-8456-6f56fcc98127";"IT00155400351";"CDD S.P.A.";"IT04238580155";"COM.AL S.R.L.";"00266/V1";"2019-01-19 00:00:00";"2019-01-22 09:00:01"
"f7433df4-51ba-40c2-9c29-2dbf85a41d0f";"IT00155400351";"CDD S.P.A.";"IT04238580155";"COM.AL S.R.L.";"00266/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:10"
"f75c9e5a-89aa-4839-be95-1c8e2285471f";"IT00155400351";"CDD S.P.A.";"IT03349310965";"AUCHAN S.P.A.";"00583/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:57"
"f8ae42e6-ebc9-4b08-8684-757e65bd7c9d";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00086/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:10"
"f8ce3378-ed88-422d-beb3-ed91cb78b221";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00477/V1";"2019-01-31 00:00:00";"2019-02-01 17:54:58"
"f9736a1e-3de1-4b4d-8ae1-ccf24db6bfed";"IT00155400351";"CDD S.P.A.";"IT00876120213";"CHEF EXPRESS S.P.A.";"00435/V1";"2019-01-31 00:00:00";"2019-02-01 17:54:26"
"f9af5e27-a840-43f5-b045-746fb0497463";"IT00155400351";"CDD S.P.A.";"IT04343560480";"DOLCEZZE SAVINI S.R.L.";"00788/V1";"2019-02-12 00:00:00";"2019-02-15 11:46:15"
"f9be9925-2cfb-44fa-b454-7e191ff0740e";"IT00155400351";"CDD S.P.A.";"IT00195180260";"AMA CRAI EST SOC.COOP";"00588/V1";"2019-01-31 00:00:00";"2019-02-04 18:07:32"
"f9c69520-6685-4c70-9530-b62e8bb7f389";"IT00155400351";"CDD S.P.A.";"IT04269090272";"LAGARDERE FOOD SERVICES S.R.L. CON SOCIO UNICO";"00791/V1";"2019-02-15 00:00:00";"2019-02-19 10:50:02"
"f9cf50e9-c84a-43a0-80a2-cdb7c36cc302";"IT00155400351";"CDD S.P.A.";"IT00876120213";"CHEF EXPRESS S.P.A.";"00420/V1";"2019-01-31 00:00:00";"2019-02-01 17:54:20"
"f9e27510-486b-46f4-a6e5-c0cbd27a0332";"IT00155400351";"CDD S.P.A.";"IT00195180260";"AMA CRAI EST SOC.COOP";"00336/V1";"2019-01-26 00:00:00";"2019-01-29 11:53:22"
"fa0fddfa-cd3a-410f-886d-0d209fe95e4c";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"07470/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:07"
"fa46bb4c-bd66-413b-b756-6b78c706a47a";"IT00155400351";"CDD S.P.A.";"IT01738951209";"UNILOG GROUP S.P.A.";"07529/V1";"2018-12-31 00:00:00";"2019-01-11 12:18:02"
"fab7742b-3159-44e7-a2de-a6f4da9e43ab";"IT00155400351";"CDD S.P.A.";"IT01782190282";"F.LLI LANDO S.P.A.";"00677/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:48"
"fad0e1ae-8808-44ad-a490-cdcef3ff6ec2";"IT00155400351";"CDD S.P.A.";"IT11392351000";"RICA GEST S.R.L.";"00481/V1";"2019-01-31 00:00:00";"2019-02-01 17:54:44"
"fb458be3-3e2a-4d01-a742-0bd9d5d05d67";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00549/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:53"
"fb4a409a-72a9-4592-9a23-a229af8de5c8";"IT00155400351";"CDD S.P.A.";"IT04238580155";"COM.AL S.R.L.";"00608/V1";"2019-01-31 00:00:00";"2019-02-12 19:05:07"
"fb673b16-1b51-4297-8497-50b08d0aad9f";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00008/V1";"2019-01-05 00:00:00";"2019-01-08 16:40:06"
"fbf06632-77a8-4e61-b2a7-2b9936a8c253";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"00109/V1";"2019-01-12 00:00:00";"2019-01-15 17:28:10"
"fbf247a6-488a-44ac-b85c-8c9317ac20fb";"IT00155400351";"CDD S.P.A.";"IT05959890822";"SISA SICILIA S.P.A.";"00597/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:50"
"fbf95e3a-5fe0-4641-bf6e-cde1b608209f";"IT00155400351";"CDD S.P.A.";"IT02795150362";"CENTRALE ADRIATICA SOC.COOP.";"00351/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:48"
"fcf4de11-98f3-425e-9dfe-677f955afec4";"IT00155400351";"CDD S.P.A.";"IT13902721003";"PROGETTO CASA S.R.L.";"00509/V1";"2019-01-31 00:00:00";"2019-02-01 18:00:25"
"fd09e7c1-19b6-4a82-8a26-c5729d7eb7e7";"IT00155400351";"CDD S.P.A.";"IT01751820356";"CONAD CENTRO NORD SOC.COOP.";"00185/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:41"
"fd349b21-44e3-433c-8c7c-d7b63be14b42";"IT00155400351";"CDD S.P.A.";"IT01331480085";"EMPORIO 28 DI COTTA PIERO";"00271/V1";"2019-01-19 00:00:00";"2019-01-22 08:48:04"
"fd397956-6998-463e-a4e8-2759eda9866f";"IT00155400351";"CDD S.P.A.";"IT00542090238";"MAXI DI S.R.L.";"00748/V1";"2019-02-09 00:00:00";"2019-02-15 11:47:38"
"fdf73449-893b-47c7-bc3a-c9e892717acb";"IT00155400351";"CDD S.P.A.";"IT02795150362";"CENTRALE ADRIATICA SOC.COOP.";"07481/V1";"2018-12-28 00:00:00";"2019-01-03 11:18:06"
"fe1d2636-aaf4-4cfc-b8a7-425b80e2e3e8";"IT00155400351";"CDD S.P.A.";"IT02212440354";"NUOVA EUROMARK S.R.L.";"00174/V1";"2019-01-15 00:00:00";"2019-01-22 08:48:45"
"fed6fe99-9f1a-4eac-a885-eca2cd71c6ed";"IT00155400351";"CDD S.P.A.";"IT08970540152";"SMA S.P.A.";"00325/V1";"2019-01-26 00:00:00";"2019-01-29 11:52:22"
"ff5dfab5-c89b-44e4-9467-12d4ff6de7a3";"IT00155400351";"CDD S.P.A.";"IT03313700175";"F.LLI BRONZIERI SUPERMERCATI SRL";"00614/V1";"2019-01-31 00:00:00";"2019-02-04 18:06:34"
"ff5e5470-6dfb-45a0-a419-9f8df44f0cd1";"IT00155400351";"CDD S.P.A.";"IT00542090238";"MAXI DI S.R.L.";"00751/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:52"
"ff7f2336-ea2b-4540-8e0e-90b5d40e8ea8";"IT00155400351";"CDD S.P.A.";"IT00542090238";"MAXI DI S.R.L.";"00752/V1";"2019-02-09 00:00:00";"2019-02-15 11:46:36"
